COUNTRY,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Spain,3396465.0,3345865.0,3531328.0,3510949.0,3637470.0,3587007.0,3476959.0,3555046.0,3535874.0,3576837.0,3315673.0,3584946.0,3510684.0,3528785.0,3571125.0,4015184.0,4379610.0,4704741.0,4829741.0,4961207.0,3797009.0,4079229.0,4702355.0
